id,loan_amnt,int_rate,term_months,grade,sub_grade,emp_length_years,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,issue_date,issue_year,issue_month,loan_status,is_default
5233,10000,8.81,36.0,A,A5,0.0,RENT,150000.0,Not Verified,credit_card,CA,13.19,2014-09-01,2014,2014-09,Current,0
5234,5100,7.02,36.0,A,A2,10.0,MORTGAGE,76000.0,Not Verified,credit_card,FL,26.54,2016-04-01,2016,2016-04,Current,0
5235,10000,7.56,36.0,A,A3,10.0,OWN,44000.0,Not Verified,home_improvement,OK,10.88,2015-12-01,2015,2015-12,Current,0
5236,25000,27.27,60.0,E,E5,5.0,MORTGAGE,171000.0,Not Verified,credit_card,WA,14.66,2018-04-01,2018,2018-04,Current,0
5237,3125,6.46,36.0,A,A1,10.0,RENT,80000.0,Not Verified,credit_card,OH,12.17,2018-04-01,2018,2018-04,Current,0
5238,20000,16.14,60.0,C,C4,10.0,MORTGAGE,30000.0,Source Verified,other,IL,38.16,2014-06-01,2014,2014-06,Current,0
5239,6000,12.98,36.0,B,B5,0.0,RENT,43000.0,Not Verified,credit_card,WA,27.16,2017-07-01,2017,2017-07,Current,0
5240,27975,14.47,36.0,C,C2,10.0,MORTGAGE,180000.0,Not Verified,credit_card,NY,11.47,2016-01-01,2016,2016-01,Current,0
5241,12000,12.98,60.0,B,B5,0.0,RENT,55000.0,Source Verified,debt_consolidation,CA,21.73,2017-09-01,2017,2017-09,Current,0
5242,35000,22.35,60.0,D,D5,10.0,RENT,213000.0,Not Verified,debt_consolidation,VA,26.82,2016-05-01,2016,2016-05,Current,0
5243,36000,12.98,60.0,B,B5,6.0,MORTGAGE,190000.0,Not Verified,debt_consolidation,MN,12.11,2017-03-01,2017,2017-03,Current,0
5244,16000,17.97,60.0,D,D1,5.0,MORTGAGE,51000.0,Not Verified,debt_consolidation,NC,21.91,2018-04-01,2018,2018-04,Current,0
5245,18000,11.8,60.0,B,B4,10.0,RENT,68000.0,Verified,debt_consolidation,CA,13.87,2015-10-01,2015,2015-10,Current,0
5246,18000,14.47,36.0,C,C2,10.0,MORTGAGE,63000.0,Source Verified,debt_consolidation,MI,32.29,2015-03-01,2015,2015-03,Current,0
5247,3000,15.02,36.0,C,C3,5.0,MORTGAGE,95000.0,Not Verified,vacation,CA,11.47,2018-03-01,2018,2018-03,Current,0
5248,35000,15.02,60.0,C,C3,10.0,MORTGAGE,290000.0,Source Verified,debt_consolidation,MO,7.6,2019-09-01,2019,2019-09,Current,0
5249,6000,16.14,36.0,C,C4,10.0,RENT,50000.0,Not Verified,car,NY,23.28,2016-08-01,2016,2016-08,Current,0
5250,4000,6.46,36.0,A,A1,10.0,MORTGAGE,119000.0,Source Verified,debt_consolidation,CO,13.09,2019-12-01,2019,2019-12,Current,0
5251,9000,10.72,36.0,B,B2,,RENT,25400.0,Not Verified,debt_consolidation,KS,28.17,2015-02-01,2015,2015-02,Current,0
5252,15450,11.8,36.0,B,B4,3.0,MORTGAGE,133600.0,Not Verified,credit_card,MD,26.04,2018-11-01,2018,2018-11,Current,0
5253,15000,12.98,60.0,B,B5,8.0,RENT,90000.0,Not Verified,major_purchase,TX,18.84,2019-12-01,2019,2019-12,Current,0
5254,20000,20.89,60.0,D,D4,10.0,RENT,38000.0,Source Verified,debt_consolidation,MS,26.03,2015-10-01,2015,2015-10,Current,0
5255,10000,23.4,36.0,E,E1,2.0,MORTGAGE,90000.0,Not Verified,debt_consolidation,MO,15.2,2014-11-01,2014,2014-11,Current,0
5256,16000,6.46,36.0,A,A1,2.0,RENT,80000.0,Source Verified,credit_card,TX,7.31,2017-12-01,2017,2017-12,Current,0
5257,30800,11.31,36.0,B,B3,10.0,MORTGAGE,105000.0,Source Verified,credit_card,IL,25.65,2019-03-01,2019,2019-03,Current,0
5258,30000,16.91,36.0,C,C5,10.0,RENT,40000.0,Verified,debt_consolidation,NJ,16.44,2014-06-01,2014,2014-06,Current,0
5259,38000,16.91,60.0,C,C5,3.0,MORTGAGE,160000.0,Source Verified,credit_card,IL,7.52,2017-11-01,2017,2017-11,Current,0
5260,15000,14.47,60.0,C,C2,,MORTGAGE,30000.0,Source Verified,debt_consolidation,TX,41.6,2019-03-01,2019,2019-03,Current,0
5261,1000,6.46,36.0,A,A1,3.0,MORTGAGE,49989.0,Not Verified,credit_card,NC,15.43,2014-03-01,2014,2014-03,Current,0
5262,5400,14.47,36.0,C,C2,2.0,MORTGAGE,25000.0,Source Verified,credit_card,OK,9.46,2017-02-01,2017,2017-02,Current,0
5263,10000,14.47,36.0,C,C2,0.0,OWN,60000.0,Not Verified,other,CA,20.88,2014-06-01,2014,2014-06,Current,0
5264,5000,7.56,36.0,A,A3,5.0,RENT,34000.0,Verified,debt_consolidation,FL,18.96,2015-01-01,2015,2015-01,Current,0
5265,20000,16.91,60.0,C,C5,6.0,RENT,78000.0,Not Verified,debt_consolidation,CA,21.2,2016-12-01,2016,2016-12,Current,0
5266,35000,11.31,36.0,B,B3,10.0,RENT,99000.0,Source Verified,major_purchase,MI,7.02,2015-12-01,2015,2015-12,Current,0
5267,15000,8.81,36.0,A,A5,4.0,OWN,25000.0,Verified,credit_card,IN,1.2,2014-07-01,2014,2014-07,Current,0
5268,20000,14.47,36.0,C,C2,0.0,RENT,114000.0,Not Verified,debt_consolidation,CA,18.77,2018-10-01,2018,2018-10,Current,0
5269,1250,23.4,36.0,E,E1,10.0,RENT,52000.0,Source Verified,other,IN,9.9,2015-03-01,2015,2015-03,Current,0
5270,7800,14.47,36.0,C,C2,10.0,MORTGAGE,93000.0,Source Verified,debt_consolidation,TX,12.99,2019-03-01,2019,2019-03,Current,0
5271,35000,17.97,60.0,D,D1,2.0,RENT,120000.0,Source Verified,debt_consolidation,NJ,23.92,2015-01-01,2015,2015-01,Current,0
5272,20000,11.8,60.0,B,B4,10.0,MORTGAGE,57200.0,Not Verified,credit_card,SC,32.38,2017-02-01,2017,2017-02,Current,0
5273,15000,8.81,36.0,A,A5,,MORTGAGE,76000.0,Not Verified,home_improvement,NV,17.97,2018-05-01,2018,2018-05,Current,0
5274,8400,16.14,36.0,C,C4,1.0,MORTGAGE,50000.0,Source Verified,credit_card,MD,20.09,2016-11-01,2016,2016-11,Current,0
5275,3300,23.4,36.0,E,E1,3.0,RENT,49700.0,Source Verified,vacation,GA,14.32,2016-07-01,2016,2016-07,Current,0
5276,9600,6.46,36.0,A,A1,5.0,RENT,80000.0,Source Verified,debt_consolidation,FL,18.9,2018-07-01,2018,2018-07,Current,0
5277,15500,10.72,36.0,B,B2,10.0,RENT,52000.0,Not Verified,credit_card,CA,16.66,2014-01-01,2014,2014-01,Current,0
5278,20000,10.72,36.0,B,B2,6.0,MORTGAGE,84000.0,Source Verified,credit_card,MI,29.79,2018-12-01,2018,2018-12,Current,0
5279,25000,8.19,60.0,A,A4,10.0,RENT,110000.0,Not Verified,credit_card,MS,16.09,2018-02-01,2018,2018-02,Current,0
5280,22000,11.8,60.0,B,B4,1.0,RENT,65000.0,Source Verified,credit_card,IL,32.64,2018-08-01,2018,2018-08,Current,0
5281,10000,11.8,36.0,B,B4,8.0,RENT,64000.0,Not Verified,debt_consolidation,GA,4.14,2016-07-01,2016,2016-07,Current,0
5282,12500,17.97,60.0,D,D1,1.0,RENT,68000.0,Source Verified,credit_card,CT,15.65,2016-04-01,2016,2016-04,Current,0
5283,5000,11.31,36.0,B,B3,2.0,RENT,40000.0,Source Verified,debt_consolidation,NC,9.66,2017-06-01,2017,2017-06,Current,0
5284,15000,6.46,36.0,A,A1,8.0,MORTGAGE,148000.0,Verified,credit_card,UT,14.92,2017-11-01,2017,2017-11,Current,0
5285,16000,25.34,36.0,E,E3,2.0,RENT,52000.0,Verified,debt_consolidation,VA,21.26,2019-07-01,2019,2019-07,Current,0
5286,12000,7.02,36.0,A,A2,10.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,HI,5.7,2019-02-01,2019,2019-02,Current,0
5287,30000,16.14,36.0,C,C4,0.0,RENT,55000.0,Not Verified,credit_card,MI,23.75,2014-04-01,2014,2014-04,Current,0
5288,10450,11.31,36.0,B,B3,0.0,MORTGAGE,30000.0,Source Verified,debt_consolidation,NY,13.44,2014-11-01,2014,2014-11,Current,0
5289,20000,10.72,36.0,B,B2,6.0,MORTGAGE,84000.0,Source Verified,credit_card,MI,29.79,2019-09-01,2019,2019-09,Current,0
5290,8000,8.81,36.0,A,A5,3.0,MORTGAGE,55000.0,Not Verified,debt_consolidation,VT,13.05,2016-04-01,2016,2016-04,Current,0
5291,15500,10.72,36.0,B,B2,10.0,RENT,52000.0,Not Verified,credit_card,CA,16.66,2017-06-01,2017,2017-06,Current,0
5292,7000,18.94,36.0,D,D2,6.0,OWN,98000.0,Not Verified,debt_consolidation,OH,38.97,2014-05-01,2014,2014-05,Current,0
5293,9000,10.72,36.0,B,B2,2.0,RENT,88000.0,Not Verified,debt_consolidation,OH,12.34,2014-08-01,2014,2014-08,Current,0
5294,15000,16.14,36.0,C,C4,3.0,RENT,60000.0,Source Verified,credit_card,GA,18.86,2016-06-01,2016,2016-06,Current,0
5295,20000,15.02,36.0,C,C3,10.0,MORTGAGE,102000.0,Not Verified,debt_consolidation,GA,38.64,2018-04-01,2018,2018-04,Current,0
5296,9000,13.56,36.0,C,C1,0.0,RENT,150000.0,Source Verified,credit_card,NY,8.39,2018-08-01,2018,2018-08,Current,0
5297,8000,7.56,36.0,A,A3,10.0,MORTGAGE,250000.0,Not Verified,other,CA,20.1,2019-05-01,2019,2019-05,Fully Paid,0
5298,40000,10.33,60.0,B,B1,0.0,RENT,210000.0,Not Verified,debt_consolidation,NC,5.7,2015-03-01,2015,2015-03,Current,0
5299,12000,26.31,36.0,E,E4,5.0,OWN,19000.0,Not Verified,credit_card,IL,35.88,2015-03-01,2015,2015-03,Current,0
5300,16000,15.02,36.0,C,C3,4.0,OWN,50000.0,Source Verified,debt_consolidation,AL,17.79,2017-04-01,2017,2017-04,Current,0
5301,21600,8.19,36.0,A,A4,10.0,MORTGAGE,84200.0,Not Verified,debt_consolidation,MN,28.93,2017-04-01,2017,2017-04,Current,0
5302,16000,16.14,60.0,C,C4,3.0,RENT,80000.0,Source Verified,credit_card,NY,14.76,2014-03-01,2014,2014-03,Current,0
5303,10000,11.31,36.0,B,B3,,MORTGAGE,10020.0,Verified,other,CA,123.47,2016-09-01,2016,2016-09,Current,0
5304,20000,11.8,60.0,B,B4,,MORTGAGE,47590.0,Verified,credit_card,PA,9.53,2019-05-01,2019,2019-05,Current,0
5305,20000,16.14,60.0,C,C4,4.0,MORTGAGE,59000.0,Not Verified,debt_consolidation,CT,27.22,2014-12-01,2014,2014-12,Current,0
5306,40000,10.33,60.0,B,B1,0.0,RENT,210000.0,Not Verified,debt_consolidation,NC,5.7,2018-12-01,2018,2018-12,Current,0
5307,5300,10.72,36.0,B,B2,10.0,MORTGAGE,26000.0,Not Verified,debt_consolidation,OH,8.96,2016-09-01,2016,2016-09,Current,0
5308,8000,8.19,36.0,A,A4,9.0,RENT,63000.0,Not Verified,debt_consolidation,FL,8.53,2017-02-01,2017,2017-02,Current,0
5309,36000,10.33,36.0,B,B1,10.0,OWN,118000.0,Verified,credit_card,NY,25.05,2017-11-01,2017,2017-11,Current,0
5310,9600,8.19,36.0,A,A4,0.0,MORTGAGE,35000.0,Source Verified,debt_consolidation,SC,19.03,2018-03-01,2018,2018-03,Current,0
5311,20000,10.72,36.0,B,B2,3.0,RENT,70000.0,Not Verified,debt_consolidation,FL,10.27,2017-10-01,2017,2017-10,Current,0
5312,16000,6.46,36.0,A,A1,,OWN,48000.0,Source Verified,credit_card,TX,14.6,2014-08-01,2014,2014-08,Current,0
5313,2000,16.91,36.0,C,C5,10.0,MORTGAGE,64600.0,Not Verified,debt_consolidation,PA,24.82,2015-10-01,2015,2015-10,Current,0
5314,1000,8.19,36.0,A,A4,10.0,MORTGAGE,78000.0,Source Verified,other,WA,8.58,2019-01-01,2019,2019-01,Current,0
5315,24000,12.98,60.0,B,B5,8.0,MORTGAGE,50000.0,Not Verified,debt_consolidation,IN,52.28,2014-03-01,2014,2014-03,Current,0
5316,6025,14.47,36.0,C,C2,4.0,RENT,16800.0,Not Verified,credit_card,MA,4.29,2018-04-01,2018,2018-04,Current,0
5317,15000,10.72,60.0,B,B2,2.0,MORTGAGE,30000.0,Not Verified,credit_card,PA,30.6,2017-02-01,2017,2017-02,Current,0
5318,10000,10.72,36.0,B,B2,1.0,MORTGAGE,88340.0,Source Verified,credit_card,CO,11.29,2014-09-01,2014,2014-09,Current,0
5319,5000,24.37,36.0,E,E2,4.0,RENT,45000.0,Source Verified,debt_consolidation,CA,18.05,2014-09-01,2014,2014-09,Current,0
5320,25000,17.97,60.0,D,D1,7.0,RENT,53000.0,Verified,debt_consolidation,AL,12.64,2019-11-01,2019,2019-11,Current,0
5321,30000,16.14,36.0,C,C4,0.0,MORTGAGE,90000.0,Not Verified,small_business,CA,7.6,2014-03-01,2014,2014-03,Current,0
5322,3000,13.56,36.0,C,C1,6.0,MORTGAGE,35000.0,Source Verified,debt_consolidation,NC,9.4,2014-02-01,2014,2014-02,Current,0
5323,21000,8.81,60.0,A,A5,1.0,MORTGAGE,40000.0,Source Verified,debt_consolidation,FL,17.1,2014-02-01,2014,2014-02,Current,0
5324,4000,16.14,36.0,C,C4,10.0,MORTGAGE,64000.0,Not Verified,medical,NM,25.0,2017-10-01,2017,2017-10,Current,0
5325,20000,8.19,60.0,A,A4,3.0,MORTGAGE,98088.0,Not Verified,credit_card,CA,24.11,2019-07-01,2019,2019-07,Current,0
5326,25000,10.33,60.0,B,B1,10.0,MORTGAGE,55758.0,Not Verified,debt_consolidation,NV,21.52,2015-01-01,2015,2015-01,Current,0
5327,40000,15.02,60.0,C,C3,,MORTGAGE,70000.0,Verified,debt_consolidation,MD,28.7,2018-10-01,2018,2018-10,Current,0
5328,16000,7.02,36.0,A,A2,,OWN,75000.0,Not Verified,debt_consolidation,NY,31.55,2018-04-01,2018,2018-04,Current,0
5329,25000,12.98,36.0,B,B5,,OWN,30000.0,Not Verified,debt_consolidation,RI,24.88,2015-05-01,2015,2015-05,Current,0
5330,11000,10.33,36.0,B,B1,,MORTGAGE,40000.0,Not Verified,credit_card,MD,28.89,2014-06-01,2014,2014-06,Current,0
5331,10000,16.14,60.0,C,C4,2.0,RENT,90000.0,Not Verified,debt_consolidation,NJ,8.8,2016-12-01,2016,2016-12,Current,0
5332,22000,12.98,60.0,B,B5,10.0,MORTGAGE,152000.0,Not Verified,debt_consolidation,OR,10.21,2014-06-01,2014,2014-06,Current,0
5333,4800,8.19,36.0,A,A4,7.0,RENT,39000.0,Source Verified,debt_consolidation,WI,18.65,2014-09-01,2014,2014-09,Current,0
5334,15000,19.92,36.0,D,D3,10.0,MORTGAGE,82038.0,Source Verified,debt_consolidation,FL,27.63,2016-10-01,2016,2016-10,Current,0
5335,40000,11.8,60.0,B,B4,10.0,MORTGAGE,86200.0,Source Verified,debt_consolidation,TX,15.72,2018-11-01,2018,2018-11,Current,0
5336,16000,7.02,36.0,A,A2,,OWN,75000.0,Not Verified,debt_consolidation,NY,31.55,2019-12-01,2019,2019-12,Current,0
5337,5000,7.56,36.0,A,A3,5.0,RENT,34000.0,Verified,debt_consolidation,FL,18.96,2017-10-01,2017,2017-10,Current,0
5338,16000,6.46,36.0,A,A1,2.0,RENT,80000.0,Source Verified,credit_card,TX,7.31,2015-08-01,2015,2015-08,Current,0
5339,40000,11.8,36.0,B,B4,8.0,RENT,120000.0,Source Verified,credit_card,CA,14.24,2015-12-01,2015,2015-12,Current,0
5340,27200,19.92,60.0,D,D3,10.0,RENT,54254.0,Not Verified,debt_consolidation,GA,22.96,2017-09-01,2017,2017-09,Current,0
5341,9600,15.02,36.0,C,C3,10.0,OWN,60000.0,Not Verified,debt_consolidation,NJ,32.64,2015-01-01,2015,2015-01,Current,0
5342,24000,8.19,36.0,A,A4,6.0,MORTGAGE,338000.0,Source Verified,debt_consolidation,TX,10.41,2017-02-01,2017,2017-02,Current,0
5343,20000,10.72,60.0,B,B2,10.0,MORTGAGE,60000.0,Not Verified,credit_card,FL,25.54,2018-08-01,2018,2018-08,Current,0
5344,4000,18.94,36.0,D,D2,1.0,RENT,57600.0,Not Verified,debt_consolidation,OR,10.17,2019-01-01,2019,2019-01,Current,0
5345,15600,11.8,60.0,B,B4,4.0,MORTGAGE,90000.0,Source Verified,home_improvement,CO,15.67,2014-05-01,2014,2014-05,Current,0
5346,27200,19.92,60.0,D,D3,10.0,RENT,54254.0,Not Verified,debt_consolidation,GA,22.96,2015-09-01,2015,2015-09,Current,0
5347,8000,11.8,36.0,B,B4,7.0,MORTGAGE,85000.0,Not Verified,credit_card,AL,23.61,2015-07-01,2015,2015-07,Current,0
5348,8250,17.97,36.0,D,D1,10.0,MORTGAGE,68000.0,Not Verified,debt_consolidation,AL,26.42,2017-04-01,2017,2017-04,Current,0
5349,12000,7.02,36.0,A,A2,10.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,HI,5.7,2015-02-01,2015,2015-02,Current,0
5350,15000,8.81,36.0,A,A5,4.0,OWN,25000.0,Verified,credit_card,IN,1.2,2019-09-01,2019,2019-09,Current,0
5351,20000,13.56,36.0,C,C1,2.0,MORTGAGE,32000.0,Verified,debt_consolidation,TX,12.19,2019-07-01,2019,2019-07,Current,0
5352,11000,16.14,60.0,C,C4,10.0,RENT,54000.0,Not Verified,debt_consolidation,NY,19.82,2015-12-01,2015,2015-12,Current,0
5353,15500,7.02,36.0,A,A2,10.0,RENT,54000.0,Source Verified,debt_consolidation,NY,5.2,2016-06-01,2016,2016-06,Current,0
5354,9600,8.81,36.0,A,A5,10.0,MORTGAGE,95000.0,Not Verified,home_improvement,NY,15.23,2016-08-01,2016,2016-08,Current,0
5355,16000,10.33,60.0,B,B1,1.0,MORTGAGE,90000.0,Not Verified,debt_consolidation,CT,13.36,2014-04-01,2014,2014-04,Current,0
5356,20000,11.8,60.0,B,B4,10.0,MORTGAGE,48400.0,Not Verified,credit_card,AZ,31.71,2019-04-01,2019,2019-04,Current,0
5357,18000,16.14,36.0,C,C4,0.0,RENT,58300.0,Not Verified,debt_consolidation,CA,23.88,2018-09-01,2018,2018-09,Current,0
5358,20300,10.33,60.0,B,B1,2.0,MORTGAGE,185000.0,Not Verified,other,WA,20.57,2015-12-01,2015,2015-12,Current,0
5359,20500,10.72,36.0,B,B2,2.0,RENT,85000.0,Source Verified,debt_consolidation,CA,11.93,2017-04-01,2017,2017-04,Current,0
5360,5000,6.46,36.0,A,A1,3.0,MORTGAGE,125000.0,Source Verified,debt_consolidation,CO,21.55,2016-04-01,2016,2016-04,Current,0
5361,6000,13.56,36.0,C,C1,10.0,RENT,65000.0,Source Verified,credit_card,IN,30.1,2015-05-01,2015,2015-05,Current,0
5362,10000,14.47,60.0,C,C2,4.0,OWN,54000.0,Source Verified,debt_consolidation,GA,25.09,2015-10-01,2015,2015-10,Current,0
5363,20000,6.46,36.0,A,A1,2.0,MORTGAGE,60000.0,Verified,credit_card,CA,28.52,2014-08-01,2014,2014-08,Current,0
5364,6500,11.8,36.0,B,B4,10.0,MORTGAGE,100000.0,Source Verified,car,OH,7.19,2018-11-01,2018,2018-11,Current,0
5365,12000,16.14,36.0,C,C4,4.0,RENT,47308.0,Not Verified,credit_card,NY,24.25,2017-12-01,2017,2017-12,Current,0
5366,1000,10.33,36.0,B,B1,10.0,MORTGAGE,89000.0,Not Verified,medical,VA,34.52,2019-07-01,2019,2019-07,Current,0
5367,10450,18.94,36.0,D,D2,10.0,MORTGAGE,70000.0,Source Verified,debt_consolidation,TN,27.38,2014-01-01,2014,2014-01,Current,0
5368,3000,17.97,36.0,D,D1,7.0,MORTGAGE,33000.0,Source Verified,other,TX,7.31,2017-10-01,2017,2017-10,Current,0
5369,7500,10.72,36.0,B,B2,1.0,RENT,57000.0,Source Verified,credit_card,PA,1.81,2017-05-01,2017,2017-05,Current,0
5370,16000,7.02,36.0,A,A2,6.0,MORTGAGE,83000.0,Not Verified,credit_card,PA,21.44,2017-09-01,2017,2017-09,Current,0
5371,4000,8.19,36.0,A,A4,2.0,MORTGAGE,89400.0,Not Verified,credit_card,MD,15.62,2019-12-01,2019,2019-12,Current,0
5372,5000,11.31,36.0,B,B3,2.0,RENT,40000.0,Source Verified,debt_consolidation,NC,9.66,2016-05-01,2016,2016-05,Current,0
5373,10000,14.47,60.0,C,C2,5.0,RENT,66931.0,Not Verified,debt_consolidation,NY,9.07,2014-11-01,2014,2014-11,Current,0
5374,40000,11.8,60.0,B,B4,0.0,RENT,214644.0,Verified,debt_consolidation,CA,17.1,2014-01-01,2014,2014-01,Current,0
5375,2200,19.92,36.0,D,D3,0.0,OWN,30000.0,Source Verified,debt_consolidation,FL,2.72,2016-12-01,2016,2016-12,Current,0
5376,25000,18.94,60.0,D,D2,10.0,RENT,102000.0,Not Verified,debt_consolidation,FL,9.81,2015-01-01,2015,2015-01,Current,0
5377,23000,14.47,60.0,C,C2,3.0,RENT,33000.0,Verified,credit_card,IL,44.33,2014-11-01,2014,2014-11,Current,0
5378,1000,23.4,36.0,E,E1,4.0,RENT,35000.0,Source Verified,credit_card,IL,36.45,2014-11-01,2014,2014-11,Current,0
5379,10450,18.94,36.0,D,D2,10.0,MORTGAGE,70000.0,Source Verified,debt_consolidation,TN,27.38,2015-08-01,2015,2015-08,Current,0
5380,7000,18.94,36.0,D,D2,6.0,OWN,98000.0,Not Verified,debt_consolidation,OH,38.97,2014-09-01,2014,2014-09,Current,0
5381,40000,8.19,60.0,A,A4,1.0,RENT,200400.0,Not Verified,credit_card,MD,6.5,2016-11-01,2016,2016-11,Current,0
5382,24000,13.56,60.0,C,C1,10.0,MORTGAGE,125000.0,Source Verified,credit_card,IL,25.29,2017-12-01,2017,2017-12,Current,0
5383,23000,15.02,60.0,C,C3,10.0,RENT,78000.0,Not Verified,debt_consolidation,CA,16.54,2015-09-01,2015,2015-09,Current,0
5384,6200,6.46,36.0,A,A1,9.0,MORTGAGE,59900.0,Source Verified,credit_card,DE,6.71,2014-10-01,2014,2014-10,Current,0
5385,3000,8.81,36.0,A,A5,0.0,RENT,85000.0,Not Verified,credit_card,WA,9.61,2017-06-01,2017,2017-06,Current,0
5386,9500,13.56,36.0,C,C1,10.0,MORTGAGE,49000.0,Source Verified,credit_card,MI,34.95,2014-07-01,2014,2014-07,Current,0
5387,10000,11.8,36.0,B,B4,7.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,IL,18.04,2018-06-01,2018,2018-06,Current,0
5388,25000,10.33,36.0,B,B1,2.0,OWN,78000.0,Not Verified,debt_consolidation,TN,25.67,2016-04-01,2016,2016-04,Current,0
5389,11500,8.19,36.0,A,A4,10.0,MORTGAGE,173370.0,Not Verified,credit_card,MN,25.29,2016-06-01,2016,2016-06,Current,0
5390,9900,11.31,36.0,B,B3,10.0,MORTGAGE,50000.0,Source Verified,credit_card,AR,28.8,2015-06-01,2015,2015-06,Current,0
5391,25000,15.02,60.0,C,C3,10.0,MORTGAGE,75000.0,Not Verified,debt_consolidation,WA,32.93,2015-09-01,2015,2015-09,Current,0
5392,30000,13.56,60.0,C,C1,5.0,RENT,55000.0,Source Verified,debt_consolidation,GA,13.35,2014-11-01,2014,2014-11,Current,0
5393,11200,8.19,36.0,A,A4,10.0,MORTGAGE,65000.0,Not Verified,credit_card,UT,23.6,2017-05-01,2017,2017-05,Current,0
5394,31450,7.56,36.0,A,A3,7.0,MORTGAGE,130000.0,Verified,debt_consolidation,NV,9.29,2014-11-01,2014,2014-11,Current,0
5395,20000,8.81,36.0,A,A5,0.0,OWN,45000.0,Not Verified,debt_consolidation,NY,19.15,2018-01-01,2018,2018-01,Current,0
5396,25000,27.27,36.0,E,E5,10.0,MORTGAGE,704000.0,Verified,house,NJ,14.3,2015-07-01,2015,2015-07,Current,0
5397,1300,7.56,36.0,A,A3,2.0,MORTGAGE,80000.0,Not Verified,credit_card,FL,6.05,2017-05-01,2017,2017-05,Current,0
5398,10000,7.56,36.0,A,A3,10.0,OWN,44000.0,Not Verified,home_improvement,OK,10.88,2017-03-01,2017,2017-03,Current,0
5399,12000,11.8,36.0,B,B4,10.0,RENT,79365.0,Source Verified,debt_consolidation,NY,29.7,2017-10-01,2017,2017-10,Current,0
5400,6000,7.02,36.0,A,A2,10.0,MORTGAGE,20000.0,Verified,home_improvement,CA,57.14,2018-07-01,2018,2018-07,Current,0
5401,2700,8.19,36.0,A,A4,4.0,OWN,24000.0,Not Verified,credit_card,MI,24.95,2017-05-01,2017,2017-05,Fully Paid,0
5402,5525,15.02,36.0,C,C3,10.0,RENT,118000.0,Not Verified,car,FL,3.25,2019-02-01,2019,2019-02,Current,0
5403,5000,7.02,36.0,A,A2,4.0,MORTGAGE,126000.0,Not Verified,home_improvement,IN,10.51,2015-07-01,2015,2015-07,Current,0
5404,3600,8.19,36.0,A,A4,8.0,MORTGAGE,45000.0,Not Verified,debt_consolidation,PA,18.21,2018-07-01,2018,2018-07,Current,0
5405,3000,8.19,36.0,A,A4,10.0,MORTGAGE,100000.0,Not Verified,home_improvement,CA,29.27,2016-01-01,2016,2016-01,Current,0
5406,8000,11.8,36.0,B,B4,3.0,RENT,53188.0,Not Verified,debt_consolidation,TX,13.67,2017-10-01,2017,2017-10,Current,0
5407,10000,7.56,36.0,A,A3,10.0,OWN,44000.0,Not Verified,home_improvement,OK,10.88,2016-12-01,2016,2016-12,Current,0
5408,10000,16.14,60.0,C,C4,2.0,RENT,90000.0,Not Verified,debt_consolidation,NJ,8.8,2019-06-01,2019,2019-06,Current,0
5409,10000,11.8,36.0,B,B4,7.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,IL,18.04,2015-08-01,2015,2015-08,Current,0
5410,13000,7.02,36.0,A,A2,8.0,OWN,35000.0,Source Verified,debt_consolidation,NV,36.08,2017-02-01,2017,2017-02,Current,0
5411,32000,14.47,60.0,C,C2,10.0,MORTGAGE,110000.0,Source Verified,home_improvement,PA,26.11,2014-12-01,2014,2014-12,Current,0
5412,21000,8.81,36.0,A,A5,0.0,OWN,96200.0,Verified,debt_consolidation,PA,27.46,2017-10-01,2017,2017-10,Current,0
5413,6500,10.33,36.0,B,B1,0.0,MORTGAGE,42000.0,Not Verified,debt_consolidation,IN,27.69,2014-03-01,2014,2014-03,Current,0
5414,10000,11.8,60.0,B,B4,10.0,MORTGAGE,92133.0,Not Verified,credit_card,GA,18.77,2016-06-01,2016,2016-06,Current,0
5415,10000,11.8,36.0,B,B4,6.0,MORTGAGE,105000.0,Not Verified,debt_consolidation,TX,11.67,2014-01-01,2014,2014-01,Current,0
5416,40000,10.33,60.0,B,B1,10.0,MORTGAGE,115000.0,Verified,home_improvement,CA,9.35,2015-12-01,2015,2015-12,Current,0
5417,2200,26.31,36.0,E,E4,1.0,OWN,13520.0,Source Verified,debt_consolidation,AZ,5.95,2016-11-01,2016,2016-11,Current,0
5418,12000,16.14,36.0,C,C4,4.0,RENT,70000.0,Source Verified,credit_card,FL,18.96,2015-12-01,2015,2015-12,Current,0
5419,5000,23.4,36.0,E,E1,2.0,OWN,175000.0,Source Verified,debt_consolidation,NY,19.96,2016-04-01,2016,2016-04,Current,0
5420,30000,17.97,60.0,D,D1,10.0,MORTGAGE,65000.0,Source Verified,debt_consolidation,CA,8.12,2014-11-01,2014,2014-11,Current,0
5421,9500,13.56,36.0,C,C1,10.0,MORTGAGE,49000.0,Source Verified,credit_card,MI,34.95,2018-04-01,2018,2018-04,Current,0
5422,29000,14.47,36.0,C,C2,8.0,MORTGAGE,40000.0,Not Verified,major_purchase,NY,41.31,2018-10-01,2018,2018-10,Current,0
