loan_amnt,int_rate,term_months,grade,purpose,addr_state,issue_year,is_default,dti_bucket
5000,17.97,36.0,D,debt_consolidation,MI,2018,0,10-20
4000,17.97,36.0,D,vacation,NY,2014,0,0-10
15000,14.47,36.0,C,debt_consolidation,MO,2017,0,10-20
15000,18.94,60.0,D,debt_consolidation,TX,2014,0,0-10
15000,18.94,60.0,D,debt_consolidation,TX,2019,0,0-10
20000,11.31,36.0,B,debt_consolidation,CA,2015,0,10-20
2000,8.19,36.0,A,credit_card,PA,2018,0,10-20
12000,8.81,36.0,A,debt_consolidation,TX,2017,0,10-20
8250,10.33,36.0,B,debt_consolidation,OH,2014,0,20-30
12000,7.02,36.0,A,home_improvement,KS,2018,0,30-40
25000,10.33,36.0,B,debt_consolidation,SC,2019,0,30-40
15000,6.46,36.0,A,credit_card,UT,2015,0,10-20
40000,16.14,60.0,C,credit_card,OH,2019,0,50+
27000,22.35,60.0,D,debt_consolidation,SC,2018,0,10-20
10000,11.8,60.0,B,debt_consolidation,MD,2018,0,10-20
20000,6.46,36.0,A,credit_card,CA,2016,0,20-30
25000,10.33,60.0,B,debt_consolidation,NV,2014,0,20-30
20000,10.33,36.0,B,debt_consolidation,OH,2016,0,10-20
15000,11.8,60.0,B,debt_consolidation,NY,2018,0,0-10
35000,8.19,36.0,A,home_improvement,MS,2017,0,20-30
3600,10.33,36.0,B,debt_consolidation,OH,2017,0,10-20
9600,8.81,36.0,A,home_improvement,NY,2018,0,10-20
8000,6.46,36.0,A,debt_consolidation,NV,2016,0,0-10
27950,8.19,36.0,A,debt_consolidation,OH,2014,0,30-40
3125,6.46,36.0,A,credit_card,TX,2019,0,30-40
8000,11.31,36.0,B,credit_card,SC,2017,0,10-20
30000,16.14,36.0,C,small_business,CA,2017,0,0-10
10000,6.46,36.0,A,debt_consolidation,OH,2017,0,10-20
20000,16.91,60.0,C,debt_consolidation,CA,2019,0,20-30
3000,17.97,36.0,D,debt_consolidation,NY,2018,0,30-40
40000,11.31,36.0,B,debt_consolidation,NY,2018,0,20-30
1700,13.56,36.0,C,medical,NY,2018,0,0-10
7400,26.31,36.0,E,debt_consolidation,NC,2015,0,20-30
20000,6.46,36.0,A,debt_consolidation,FL,2018,0,20-30
8400,6.46,36.0,A,credit_card,WV,2019,0,20-30
8000,14.47,36.0,C,debt_consolidation,OH,2015,0,10-20
35000,14.47,36.0,C,credit_card,FL,2017,0,10-20
3775,13.56,36.0,C,home_improvement,KY,2018,0,50+
9600,6.46,36.0,A,debt_consolidation,IN,2017,0,20-30
35000,12.98,36.0,B,credit_card,TX,2019,0,20-30
6000,7.56,36.0,A,credit_card,FL,2016,0,10-20
24000,19.92,60.0,D,other,TX,2015,0,30-40
20000,12.98,36.0,B,debt_consolidation,IL,2014,0,20-30
21000,7.02,36.0,A,debt_consolidation,CA,2019,0,10-20
40000,6.46,36.0,A,credit_card,TX,2018,0,20-30
10000,10.72,36.0,B,credit_card,PA,2017,0,10-20
12000,7.56,36.0,A,debt_consolidation,AZ,2016,0,10-20
10000,13.56,60.0,C,credit_card,FL,2016,0,20-30
12000,10.33,36.0,B,debt_consolidation,NY,2019,0,10-20
7000,20.89,36.0,D,home_improvement,FL,2018,0,30-40
16375,22.35,60.0,D,debt_consolidation,LA,2019,0,40-50
10000,10.72,36.0,B,credit_card,NV,2018,0,20-30
20000,11.8,60.0,B,credit_card,SC,2018,0,30-40
12000,16.14,36.0,C,medical,IN,2017,0,10-20
30000,16.14,36.0,C,small_business,CA,2015,0,0-10
10475,11.31,36.0,B,debt_consolidation,TX,2017,0,0-10
8000,11.31,36.0,B,credit_card,SC,2018,0,10-20
6000,8.81,36.0,A,credit_card,NY,2017,0,30-40
35000,15.02,36.0,C,debt_consolidation,TX,2014,0,20-30
30000,16.14,36.0,C,credit_card,MI,2019,0,20-30
3000,8.81,36.0,A,home_improvement,SC,2018,0,20-30
19000,6.46,36.0,A,credit_card,TN,2016,0,10-20
14000,7.02,36.0,A,home_improvement,OR,2016,0,0-10
20075,19.92,36.0,D,debt_consolidation,TX,2014,0,20-30
5000,14.47,36.0,C,credit_card,NY,2019,0,20-30
8000,11.8,36.0,B,debt_consolidation,TX,2015,0,10-20
25000,23.4,36.0,E,debt_consolidation,AZ,2016,0,10-20
8500,16.14,36.0,C,home_improvement,TX,2016,0,10-20
27950,8.19,36.0,A,debt_consolidation,OH,2015,0,30-40
10000,11.31,36.0,B,credit_card,PA,2017,0,10-20
20000,8.81,36.0,A,debt_consolidation,NY,2019,0,10-20
10000,12.98,36.0,B,credit_card,PA,2019,0,10-20
9500,8.81,36.0,A,credit_card,CA,2017,0,30-40
1000,23.4,36.0,E,vacation,CA,2014,0,10-20
10000,8.19,36.0,A,debt_consolidation,WA,2019,0,10-20
29625,15.02,60.0,C,debt_consolidation,TX,2015,0,10-20
35000,8.19,36.0,A,home_improvement,MS,2019,0,20-30
1000,23.4,36.0,E,debt_consolidation,OH,2016,0,20-30
8400,6.46,36.0,A,credit_card,WV,2017,0,20-30
4000,16.91,36.0,C,home_improvement,IL,2016,0,20-30
15000,8.19,60.0,A,debt_consolidation,NY,2016,0,20-30
10000,8.19,36.0,A,credit_card,TX,2014,0,0-10
20000,16.14,60.0,C,debt_consolidation,WI,2017,0,40-50
10000,7.56,36.0,A,home_improvement,OK,2016,0,10-20
23000,19.92,60.0,D,debt_consolidation,NY,2019,0,30-40
11000,16.91,60.0,C,credit_card,MD,2016,0,20-30
5600,11.31,36.0,B,debt_consolidation,CT,2019,0,30-40
31200,11.8,60.0,B,credit_card,SC,2015,0,20-30
22400,8.81,36.0,A,debt_consolidation,MN,2015,0,20-30
12000,14.47,60.0,C,debt_consolidation,NH,2014,0,10-20
40000,6.46,36.0,A,debt_consolidation,CO,2018,0,10-20
25000,8.19,60.0,A,credit_card,MS,2014,0,10-20
6000,7.02,36.0,A,home_improvement,CA,2015,0,50+
10000,10.33,36.0,B,debt_consolidation,NC,2019,0,0-10
13000,14.47,60.0,C,debt_consolidation,OK,2017,0,20-30
4800,13.56,36.0,C,debt_consolidation,NY,2017,0,20-30
30800,11.31,36.0,B,credit_card,IL,2018,0,20-30
10400,12.98,36.0,B,debt_consolidation,PA,2018,0,20-30
40000,11.31,60.0,B,debt_consolidation,MI,2019,0,10-20
13000,17.97,36.0,D,home_improvement,GA,2017,0,20-30
25000,11.8,60.0,B,credit_card,CA,2016,0,30-40
32000,12.98,60.0,B,house,VA,2014,0,20-30
12600,27.27,36.0,E,debt_consolidation,GA,2016,0,10-20
24000,12.98,60.0,B,debt_consolidation,IN,2018,0,50+
10000,11.31,36.0,B,major_purchase,MA,2015,0,0-10
19000,6.46,36.0,A,other,GA,2018,0,10-20
22400,8.81,36.0,A,debt_consolidation,MN,2014,0,20-30
10475,11.31,36.0,B,debt_consolidation,TX,2014,0,0-10
25000,10.33,36.0,B,debt_consolidation,SC,2016,0,30-40
7000,17.97,36.0,D,credit_card,MI,2015,0,20-30
6025,14.47,36.0,C,credit_card,MA,2019,0,0-10
20000,26.31,60.0,E,credit_card,LA,2016,0,20-30
8000,10.33,36.0,B,credit_card,PA,2016,0,10-20
15000,18.94,60.0,D,debt_consolidation,TX,2016,0,0-10
5000,6.46,36.0,A,credit_card,TX,2015,0,10-20
7000,12.98,36.0,B,credit_card,OH,2019,0,20-30
2500,7.56,36.0,A,credit_card,CA,2018,0,20-30
21600,10.72,60.0,B,debt_consolidation,WI,2014,0,10-20
5000,8.81,36.0,A,debt_consolidation,CA,2015,0,20-30
11200,10.72,60.0,B,debt_consolidation,CT,2014,0,20-30
5400,14.47,36.0,C,credit_card,OK,2015,0,0-10
23000,8.81,60.0,A,credit_card,WI,2017,0,30-40
20000,15.02,60.0,C,debt_consolidation,IN,2019,0,0-10
20000,11.8,60.0,B,credit_card,WI,2016,0,20-30
5000,15.02,36.0,C,other,MI,2014,0,30-40
30000,6.46,36.0,A,debt_consolidation,FL,2014,0,20-30
24825,23.4,36.0,E,debt_consolidation,NC,2016,0,30-40
30000,11.31,36.0,B,major_purchase,OH,2015,0,0-10
11000,7.02,36.0,A,credit_card,AZ,2017,0,10-20
36000,10.72,60.0,B,moving,NY,2014,0,0-10
6600,8.19,36.0,A,debt_consolidation,OR,2015,0,0-10
10000,13.56,36.0,C,home_improvement,NY,2017,0,10-20
1950,13.56,36.0,C,credit_card,OK,2015,0,0-10
20000,13.56,36.0,C,debt_consolidation,CA,2016,0,0-10
36950,11.8,60.0,B,debt_consolidation,CA,2015,0,0-10
32000,13.56,60.0,C,credit_card,TX,2014,0,30-40
6025,19.92,36.0,D,debt_consolidation,MA,2016,0,10-20
20000,10.72,36.0,B,debt_consolidation,FL,2015,0,10-20
5000,7.02,36.0,A,home_improvement,IN,2019,0,10-20
20000,16.14,60.0,C,debt_consolidation,WI,2019,0,40-50
35000,8.19,60.0,A,credit_card,CA,2016,0,10-20
3000,10.33,36.0,B,vacation,NY,2015,0,30-40
3500,20.89,36.0,D,car,NJ,2016,0,0-10
11000,16.14,36.0,C,major_purchase,KY,2017,0,10-20
6025,19.92,36.0,D,credit_card,MA,2016,0,0-10
26000,16.91,60.0,C,debt_consolidation,NY,2018,0,20-30
3500,11.31,36.0,B,credit_card,MD,2019,0,0-10
30000,14.47,36.0,C,home_improvement,FL,2016,0,0-10
11000,7.02,36.0,A,credit_card,AZ,2014,0,10-20
20000,12.98,36.0,B,home_improvement,AL,2014,0,10-20
16000,8.81,36.0,A,credit_card,RI,2019,0,10-20
15400,14.47,60.0,C,debt_consolidation,OH,2016,0,30-40
5000,14.47,36.0,C,debt_consolidation,FL,2015,0,0-10
10000,10.33,36.0,B,debt_consolidation,CA,2017,0,10-20
4000,8.19,36.0,A,debt_consolidation,WV,2019,0,10-20
3600,14.47,36.0,C,debt_consolidation,WA,2016,0,10-20
16800,11.8,60.0,B,debt_consolidation,NJ,2015,0,10-20
16000,6.46,36.0,A,credit_card,TX,2019,0,10-20
3000,10.33,36.0,B,vacation,NY,2014,0,30-40
15000,8.19,60.0,A,debt_consolidation,TX,2019,0,20-30
15000,8.19,36.0,A,credit_card,CA,2017,0,0-10
40000,10.33,60.0,B,home_improvement,CA,2014,0,0-10
10000,11.8,60.0,B,debt_consolidation,MD,2015,0,10-20
12000,6.46,36.0,A,credit_card,MI,2018,0,20-30
6500,6.46,36.0,A,credit_card,OH,2018,0,10-20
10800,10.72,60.0,B,credit_card,TX,2015,0,20-30
1000,18.94,36.0,D,debt_consolidation,MD,2017,0,10-20
1000,23.4,36.0,E,debt_consolidation,OH,2019,0,20-30
6000,16.14,36.0,C,car,NY,2018,0,20-30
4000,17.97,36.0,D,other,PA,2018,0,20-30
12000,13.56,36.0,C,debt_consolidation,FL,2015,0,20-30
23000,14.47,60.0,C,credit_card,IL,2017,0,40-50
1500,20.89,36.0,D,credit_card,MD,2018,0,10-20
8000,13.56,36.0,C,debt_consolidation,WA,2014,0,10-20
15000,10.72,60.0,B,credit_card,PA,2015,0,30-40
10000,13.56,36.0,C,credit_card,CA,2019,0,10-20
13000,6.46,36.0,A,credit_card,CA,2019,0,10-20
30000,14.47,60.0,C,debt_consolidation,CA,2015,0,10-20
20000,10.72,36.0,B,credit_card,MI,2018,0,20-30
9600,12.98,36.0,B,home_improvement,KY,2017,0,0-10
12000,8.81,36.0,A,credit_card,TX,2017,0,20-30
6000,14.47,36.0,C,credit_card,NY,2017,0,10-20
4000,7.02,36.0,A,home_improvement,MD,2019,0,10-20
3000,11.8,36.0,B,debt_consolidation,MO,2016,0,10-20
16000,8.19,36.0,A,debt_consolidation,TX,2017,0,20-30
10000,10.72,60.0,B,credit_card,VA,2018,0,10-20
27975,14.47,36.0,C,credit_card,NY,2017,0,10-20
25000,17.97,60.0,D,credit_card,NY,2019,0,10-20
11000,8.19,36.0,A,credit_card,IN,2015,0,0-10
10000,18.94,36.0,D,credit_card,CA,2019,0,20-30
10000,10.72,36.0,B,credit_card,PA,2018,0,10-20
10000,10.33,36.0,B,debt_consolidation,NC,2019,0,0-10
4000,18.94,36.0,D,debt_consolidation,OR,2016,0,10-20
3125,6.46,36.0,A,credit_card,TX,2016,0,30-40
13000,13.56,36.0,C,car,MD,2014,0,30-40
20000,12.98,36.0,B,home_improvement,AL,2019,0,10-20
20000,8.19,36.0,A,debt_consolidation,PA,2018,0,30-40
16000,8.81,36.0,A,credit_card,FL,2015,0,10-20
15000,15.02,36.0,C,home_improvement,VA,2014,0,10-20
4600,7.02,36.0,A,debt_consolidation,IL,2018,0,10-20
40000,11.31,36.0,B,debt_consolidation,NJ,2018,0,10-20
17425,20.89,36.0,D,debt_consolidation,FL,2017,0,20-30
12600,27.27,36.0,E,debt_consolidation,GA,2014,0,10-20
10000,22.35,60.0,D,credit_card,IL,2019,0,20-30
10000,11.8,36.0,B,credit_card,CA,2016,0,20-30
3000,8.19,36.0,A,debt_consolidation,NY,2018,0,0-10
6000,13.56,36.0,C,credit_card,IN,2019,0,30-40
25000,27.27,60.0,E,credit_card,WA,2017,0,10-20
11500,8.19,36.0,A,credit_card,MN,2014,0,20-30
19200,10.33,60.0,B,credit_card,CO,2019,0,0-10
12000,7.02,36.0,A,home_improvement,KS,2018,0,30-40
7000,15.02,36.0,C,debt_consolidation,RI,2019,0,20-30
25000,10.33,60.0,B,credit_card,CA,2017,0,20-30
4800,16.91,36.0,C,credit_card,CO,2019,0,20-30
8000,10.33,36.0,B,credit_card,PA,2019,0,10-20
10000,10.72,60.0,B,credit_card,VA,2015,0,10-20
11700,10.33,60.0,B,debt_consolidation,WI,2015,0,10-20
38000,16.91,60.0,C,credit_card,IL,2014,0,0-10
24000,13.56,60.0,C,credit_card,IL,2018,0,20-30
24000,13.56,60.0,C,credit_card,IL,2015,0,20-30
19000,11.8,36.0,B,debt_consolidation,TX,2016,0,10-20
8000,18.94,36.0,D,home_improvement,TX,2018,0,30-40
6000,19.92,36.0,D,credit_card,NC,2016,0,20-30
16000,8.81,36.0,A,credit_card,FL,2014,0,10-20
35000,15.02,60.0,C,debt_consolidation,MO,2016,0,0-10
35000,11.31,60.0,B,debt_consolidation,LA,2014,0,10-20
20000,10.33,36.0,B,debt_consolidation,OH,2016,0,10-20
13000,23.4,36.0,E,other,PA,2018,0,30-40
28000,8.81,60.0,A,debt_consolidation,WI,2017,0,10-20
24000,12.98,60.0,B,debt_consolidation,OH,2018,0,20-30
35000,11.8,60.0,B,credit_card,TN,2014,0,20-30
30000,10.72,36.0,B,debt_consolidation,TX,2018,0,50+
10000,13.56,60.0,C,credit_card,CA,2016,0,20-30
10000,10.72,36.0,B,credit_card,PA,2015,0,10-20
15000,12.98,60.0,B,major_purchase,TX,2017,0,10-20
10000,11.8,60.0,B,debt_consolidation,MD,2014,0,10-20
12000,11.8,36.0,B,debt_consolidation,NY,2016,0,20-30
22000,7.56,36.0,A,credit_card,GA,2016,0,20-30
10000,10.33,36.0,B,debt_consolidation,OR,2014,0,0-10
30000,15.02,60.0,C,debt_consolidation,TX,2019,0,10-20
16000,11.8,36.0,B,major_purchase,IL,2016,0,10-20
25000,12.98,60.0,B,debt_consolidation,AL,2014,0,30-40
22000,12.98,60.0,B,debt_consolidation,OR,2016,0,10-20
15000,11.31,36.0,B,home_improvement,MS,2019,0,10-20
15000,13.56,60.0,C,debt_consolidation,TX,2018,0,10-20
35000,19.92,60.0,D,debt_consolidation,GA,2017,0,50+
11000,7.02,36.0,A,credit_card,IL,2019,0,10-20
10000,10.72,36.0,B,credit_card,NV,2014,0,20-30
24000,10.33,36.0,B,debt_consolidation,IL,2017,0,10-20
15000,8.19,36.0,A,credit_card,NY,2015,0,20-30
18000,26.31,36.0,E,debt_consolidation,CT,2018,0,20-30
12500,7.56,36.0,A,credit_card,MO,2019,0,0-10
15400,14.47,60.0,C,debt_consolidation,OH,2014,0,30-40
11000,14.47,36.0,C,debt_consolidation,NJ,2014,0,20-30
7000,7.02,36.0,A,debt_consolidation,MI,2019,0,20-30
23000,6.46,36.0,A,debt_consolidation,MO,2016,0,10-20
4000,17.97,36.0,D,vacation,NY,2015,0,0-10
9000,11.8,36.0,B,credit_card,WA,2014,0,30-40
6000,17.97,36.0,D,car,MO,2016,0,50+
20000,15.02,60.0,C,debt_consolidation,TN,2014,0,10-20
12000,8.19,36.0,A,credit_card,LA,2015,0,30-40
32625,12.98,36.0,B,debt_consolidation,VA,2015,0,30-40
16000,11.8,60.0,B,other,FL,2014,0,10-20
30000,18.94,60.0,D,debt_consolidation,LA,2019,0,20-30
12000,7.02,36.0,A,credit_card,MD,2018,0,20-30
3500,20.89,36.0,D,car,NJ,2019,0,0-10
29000,14.47,36.0,C,major_purchase,NY,2015,0,40-50
10000,19.92,60.0,D,debt_consolidation,MO,2015,0,20-30
15400,18.94,60.0,D,debt_consolidation,WA,2015,0,20-30
6000,14.47,36.0,C,credit_card,NY,2017,0,10-20
21000,15.02,60.0,C,debt_consolidation,WI,2015,0,20-30
5000,6.46,36.0,A,credit_card,GA,2015,0,0-10
22000,8.19,36.0,A,debt_consolidation,AL,2019,0,20-30
5525,15.02,36.0,C,car,FL,2016,0,0-10
6025,19.92,36.0,D,debt_consolidation,MA,2018,0,10-20
36950,11.8,60.0,B,debt_consolidation,CA,2015,0,0-10
40000,8.19,60.0,A,credit_card,OH,2019,0,20-30
2500,13.56,36.0,C,other,PA,2018,0,10-20
3125,6.46,36.0,A,credit_card,TX,2019,0,30-40
35000,14.47,36.0,C,credit_card,FL,2017,0,10-20
40000,10.72,60.0,B,small_business,MO,2019,0,10-20
5000,16.14,36.0,C,other,NJ,2016,0,0-10
9600,15.02,36.0,C,debt_consolidation,NJ,2016,0,30-40
10000,10.72,36.0,B,other,OR,2014,0,10-20
10000,8.81,36.0,A,debt_consolidation,CA,2015,0,20-30
3000,17.97,36.0,D,credit_card,TX,2018,0,30-40
23000,15.02,60.0,C,debt_consolidation,CA,2015,0,10-20
13000,7.02,36.0,A,debt_consolidation,NV,2014,0,30-40
27000,22.35,60.0,D,debt_consolidation,SC,2015,0,10-20
12500,19.92,60.0,D,credit_card,MI,2016,0,0-10
18000,26.31,36.0,E,debt_consolidation,CT,2018,0,20-30
15000,10.72,60.0,B,debt_consolidation,MA,2014,0,10-20
7000,6.46,36.0,A,debt_consolidation,FL,2014,0,10-20
8000,13.56,36.0,C,debt_consolidation,WA,2018,0,10-20
20000,16.91,60.0,C,debt_consolidation,LA,2014,0,20-30
20075,19.92,36.0,D,debt_consolidation,TX,2016,0,20-30
15000,7.02,36.0,A,credit_card,GA,2018,0,0-10
5000,22.35,36.0,D,debt_consolidation,FL,2017,0,20-30
33000,16.14,60.0,C,debt_consolidation,MO,2014,0,10-20
30000,16.14,36.0,C,credit_card,MI,2018,0,20-30
20000,10.33,36.0,B,debt_consolidation,CA,2014,0,10-20
10000,11.8,36.0,B,credit_card,CA,2015,0,20-30
20000,8.19,36.0,A,debt_consolidation,DE,2014,0,20-30
5000,10.72,36.0,B,credit_card,CA,2017,0,10-20
15000,19.92,36.0,D,debt_consolidation,FL,2018,0,20-30
4000,7.02,36.0,A,other,MI,2017,0,10-20
35000,18.94,60.0,D,debt_consolidation,OH,2014,0,10-20
5000,11.8,36.0,B,other,NY,2016,0,30-40
11000,10.33,36.0,B,credit_card,MD,2014,0,20-30
32000,8.19,60.0,A,small_business,OK,2016,0,10-20
25000,20.89,60.0,D,debt_consolidation,NC,2015,0,20-30
25000,16.91,60.0,C,home_improvement,VA,2018,0,20-30
20000,10.33,36.0,B,debt_consolidation,OH,2018,0,10-20
10000,13.56,36.0,C,home_improvement,NY,2018,0,10-20
21600,16.91,60.0,C,debt_consolidation,NJ,2015,0,20-30
15000,18.94,60.0,D,debt_consolidation,TX,2014,0,0-10
31450,7.56,36.0,A,debt_consolidation,NV,2014,0,0-10
5000,7.56,36.0,A,credit_card,TX,2019,0,10-20
8000,10.72,36.0,B,car,CO,2019,0,10-20
10000,14.47,60.0,C,debt_consolidation,NY,2015,0,0-10
2500,13.56,36.0,C,debt_consolidation,NY,2019,0,10-20
21000,15.02,60.0,C,debt_consolidation,OH,2017,0,0-10
10000,7.56,36.0,A,debt_consolidation,KY,2015,0,0-10
40000,15.02,60.0,C,debt_consolidation,MD,2015,0,20-30
11700,10.33,60.0,B,debt_consolidation,WI,2015,0,10-20
16000,20.89,60.0,D,credit_card,NC,2018,0,10-20
20000,11.8,60.0,B,credit_card,PA,2015,0,0-10
31000,16.91,60.0,C,debt_consolidation,AZ,2015,0,30-40
16000,11.8,60.0,B,other,FL,2018,0,10-20
10000,13.56,60.0,C,credit_card,FL,2015,0,20-30
20000,11.8,60.0,B,credit_card,AZ,2015,0,30-40
8400,6.46,36.0,A,credit_card,WV,2018,0,20-30
10000,18.94,36.0,D,other,NV,2019,0,30-40
13000,23.4,36.0,E,other,PA,2017,0,30-40
25000,14.47,60.0,C,credit_card,VT,2018,0,20-30
29450,8.19,36.0,A,debt_consolidation,CA,2019,0,10-20
12600,27.27,36.0,E,debt_consolidation,GA,2017,0,10-20
10000,8.81,36.0,A,debt_consolidation,IN,2018,0,10-20
20000,11.8,60.0,B,credit_card,AZ,2014,0,30-40
20000,10.72,60.0,B,credit_card,MD,2014,0,20-30
16000,7.56,36.0,A,home_improvement,VA,2019,0,10-20
19200,10.33,60.0,B,credit_card,CO,2014,0,0-10
15000,11.8,60.0,B,credit_card,TX,2018,0,10-20
4000,11.8,36.0,B,debt_consolidation,PA,2016,0,10-20
6000,16.14,36.0,C,other,MD,2018,0,0-10
7000,7.02,36.0,A,debt_consolidation,MI,2017,0,20-30
20075,19.92,36.0,D,debt_consolidation,TX,2014,0,20-30
20000,11.8,60.0,B,credit_card,WI,2016,0,20-30
6500,10.33,36.0,B,debt_consolidation,GA,2018,0,10-20
21000,8.81,36.0,A,debt_consolidation,PA,2019,0,20-30
4000,18.94,36.0,D,debt_consolidation,OR,2018,0,10-20
16000,6.46,36.0,A,credit_card,TX,2019,0,0-10
9000,11.8,36.0,B,debt_consolidation,CA,2019,0,0-10
1000,23.4,36.0,E,debt_consolidation,MN,2019,0,10-20
7800,14.47,36.0,C,debt_consolidation,TX,2017,0,10-20
16000,7.56,36.0,A,home_improvement,VA,2016,0,10-20
12000,16.14,36.0,C,medical,IN,2017,0,10-20
30000,16.14,36.0,C,credit_card,MI,2018,0,20-30
10000,8.19,36.0,A,credit_card,TX,2016,0,0-10
8000,8.19,36.0,A,debt_consolidation,MD,2018,0,10-20
18000,7.02,36.0,A,home_improvement,NC,2018,0,10-20
10000,22.35,60.0,D,debt_consolidation,VA,2015,0,20-30
24000,13.56,60.0,C,debt_consolidation,MI,2019,0,10-20
1950,13.56,36.0,C,credit_card,OK,2019,0,0-10
30000,12.98,60.0,B,debt_consolidation,MI,2017,0,10-20
30000,7.02,36.0,A,credit_card,AZ,2015,0,20-30
24000,12.98,60.0,B,debt_consolidation,IN,2015,0,50+
13000,8.81,36.0,A,credit_card,FL,2019,0,20-30
5525,15.02,36.0,C,car,FL,2014,0,0-10
6000,12.98,36.0,B,credit_card,WA,2016,0,20-30
8000,10.72,36.0,B,credit_card,IL,2017,0,10-20
40000,8.19,36.0,A,debt_consolidation,CA,2015,0,10-20
15400,14.47,60.0,C,debt_consolidation,OH,2019,0,30-40
13000,17.97,36.0,D,home_improvement,GA,2017,0,20-30
4000,10.72,36.0,B,credit_card,GA,2014,0,30-40
4000,11.8,36.0,B,debt_consolidation,PA,2015,0,10-20
20000,11.8,60.0,B,credit_card,AZ,2016,0,30-40
1000,30.75,36.0,F,other,IL,2015,0,10-20
4000,18.94,36.0,D,credit_card,NJ,2019,0,0-10
10000,10.72,60.0,B,credit_card,VA,2016,0,10-20
35000,11.31,36.0,B,major_purchase,MI,2017,0,0-10
4000,8.19,36.0,A,debt_consolidation,WV,2017,0,10-20
10000,10.33,36.0,B,debt_consolidation,OR,2015,0,0-10
21000,7.02,36.0,A,debt_consolidation,CA,2017,0,10-20
6000,8.19,36.0,A,debt_consolidation,TN,2016,0,20-30
16800,17.97,60.0,D,debt_consolidation,CA,2014,0,10-20
3000,13.56,36.0,C,debt_consolidation,NC,2016,0,0-10
10000,7.56,36.0,A,debt_consolidation,VA,2017,0,0-10
25000,10.33,60.0,B,debt_consolidation,NV,2014,0,20-30
35000,15.02,60.0,C,debt_consolidation,MA,2018,0,10-20
3500,11.31,36.0,B,credit_card,MD,2017,0,0-10
24825,23.4,36.0,E,debt_consolidation,NC,2015,0,30-40
12000,7.56,36.0,A,credit_card,NY,2017,0,10-20
35000,7.02,36.0,A,debt_consolidation,MA,2015,0,0-10
30000,17.97,60.0,D,other,NY,2017,0,0-10
19200,10.33,60.0,B,credit_card,CO,2014,0,0-10
35000,15.02,60.0,C,debt_consolidation,MO,2017,0,0-10
35000,24.37,36.0,E,debt_consolidation,TX,2014,0,20-30
15000,14.47,60.0,C,debt_consolidation,IL,2014,0,10-20
22950,12.98,36.0,B,debt_consolidation,OH,2015,0,20-30
16000,16.14,60.0,C,credit_card,NY,2015,0,10-20
12000,8.81,36.0,A,credit_card,GA,2016,0,0-10
10000,10.72,36.0,B,credit_card,PA,2014,0,10-20
35000,18.94,60.0,D,other,NJ,2015,0,20-30
19000,6.46,36.0,A,credit_card,TN,2014,0,10-20
2000,17.97,36.0,D,debt_consolidation,IL,2019,0,0-10
22000,6.46,36.0,A,credit_card,GA,2018,0,10-20
36000,10.72,60.0,B,moving,NY,2015,0,0-10
25000,14.47,60.0,C,credit_card,VA,2014,0,30-40
3000,8.81,36.0,A,credit_card,WA,2019,0,0-10
11000,6.46,36.0,A,credit_card,MN,2018,0,20-30
21600,7.56,36.0,A,debt_consolidation,TX,2019,0,10-20
15000,8.19,36.0,A,credit_card,NY,2015,0,20-30
10000,8.19,36.0,A,credit_card,TX,2016,0,0-10
13000,23.4,36.0,E,other,PA,2014,0,30-40
15000,8.19,60.0,A,debt_consolidation,GA,2016,0,10-20
8000,11.8,36.0,B,credit_card,AL,2014,0,20-30
10000,11.8,36.0,B,debt_consolidation,IL,2014,0,10-20
16000,8.81,36.0,A,debt_consolidation,TX,2017,0,20-30
5000,8.81,36.0,A,debt_consolidation,FL,2019,0,10-20
20000,6.46,36.0,A,major_purchase,NH,2017,0,10-20
35000,11.8,60.0,B,credit_card,TN,2018,0,20-30
10000,11.8,36.0,B,debt_consolidation,IL,2018,0,10-20
5000,18.94,36.0,D,medical,CO,2019,0,10-20
9000,10.72,36.0,B,debt_consolidation,KS,2014,0,20-30
10000,7.56,36.0,A,home_improvement,OK,2015,0,10-20
4000,10.33,36.0,B,debt_consolidation,GA,2017,0,30-40
8000,12.98,36.0,B,credit_card,MI,2018,0,0-10
40000,18.94,60.0,D,home_improvement,WI,2018,0,10-20
2000,16.91,36.0,C,debt_consolidation,PA,2018,0,20-30
25000,23.4,36.0,E,debt_consolidation,AZ,2015,0,10-20
15000,13.56,60.0,C,credit_card,GA,2016,0,0-10
15450,11.8,36.0,B,credit_card,MD,2014,0,20-30
35000,10.33,60.0,B,house,GA,2015,0,10-20
22000,12.98,60.0,B,debt_consolidation,OR,2014,0,10-20
9600,23.4,36.0,E,small_business,OH,2019,0,10-20
7000,11.8,36.0,B,debt_consolidation,CA,2014,0,10-20
13000,17.97,36.0,D,home_improvement,GA,2016,0,20-30
8400,16.14,36.0,C,credit_card,MD,2019,0,20-30
8000,18.94,36.0,D,home_improvement,TX,2019,0,30-40
5000,8.81,36.0,A,debt_consolidation,MO,2016,0,0-10
24000,16.14,60.0,C,debt_consolidation,MA,2016,0,30-40
20500,6.46,36.0,A,debt_consolidation,MO,2017,0,30-40
22000,11.8,60.0,B,credit_card,IL,2018,0,30-40
34625,16.14,60.0,C,debt_consolidation,TX,2018,0,20-30
20000,12.98,36.0,B,home_improvement,AL,2017,0,10-20
