id,loan_amnt,int_rate,term_months,grade,sub_grade,emp_length_years,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,issue_date,issue_year,issue_month,loan_status,is_default
,16000,14.47,36.0,C,C2,10.0,RENT,150000.0,Source Verified,other,CA,17.94,2018-12-01,2018,2018-12,Current,0
,24000,15.02,36.0,C,C3,3.0,OWN,105000.0,Not Verified,credit_card,LA,22.14,2018-12-01,2018,2018-12,Current,0
,14000,16.14,36.0,C,C4,,MORTGAGE,77479.0,Not Verified,other,GA,23.65,2018-12-01,2018,2018-12,Current,0
,40000,11.31,60.0,B,B3,0.0,MORTGAGE,136000.0,Not Verified,debt_consolidation,MI,15.41,2018-12-01,2018,2018-12,Current,0
,24000,27.27,60.0,E,E5,10.0,MORTGAGE,140000.0,Not Verified,debt_consolidation,OR,23.92,2018-12-01,2018,2018-12,Current,0
,28000,11.31,36.0,B,B3,5.0,RENT,82000.0,Verified,credit_card,CA,14.4,2018-12-01,2018,2018-12,Current,0
,7075,23.4,36.0,E,E1,,RENT,19200.0,Not Verified,debt_consolidation,MO,30.34,2018-12-01,2018,2018-12,Current,0
,1000,23.4,36.0,E,E1,,RENT,29000.0,Not Verified,debt_consolidation,MN,12.91,2018-12-01,2018,2018-12,Current,0
,5400,14.47,36.0,C,C2,2.0,MORTGAGE,25000.0,Source Verified,credit_card,OK,9.46,2018-12-01,2018,2018-12,Current,0
,10000,19.92,36.0,D,D3,,OWN,17440.0,Verified,credit_card,TN,39.5,2018-12-01,2018,2018-12,Current,0
,10000,14.47,36.0,C,C2,7.0,RENT,90000.0,Source Verified,credit_card,OH,16.07,2018-12-01,2018,2018-12,Current,0
,25000,16.91,36.0,C,C5,3.0,RENT,67000.0,Source Verified,debt_consolidation,KS,13.18,2018-12-01,2018,2018-12,Current,0
,6000,6.46,36.0,A,A1,3.0,RENT,27000.0,Not Verified,credit_card,CA,7.64,2018-12-01,2018,2018-12,Current,0
,7000,10.33,36.0,B,B1,3.0,RENT,45581.0,Not Verified,debt_consolidation,MA,17.4,2018-12-01,2018,2018-12,Current,0
,30000,12.98,60.0,B,B5,2.0,MORTGAGE,113000.0,Not Verified,debt_consolidation,MI,16.26,2018-12-01,2018,2018-12,Current,0
,5000,16.14,36.0,C,C4,6.0,RENT,110000.0,Not Verified,other,NJ,8.47,2018-12-01,2018,2018-12,Current,0
,15000,15.02,36.0,C,C3,10.0,MORTGAGE,175000.0,Source Verified,home_improvement,NJ,17.02,2018-12-01,2018,2018-12,Current,0
,15000,13.56,60.0,C,C1,4.0,MORTGAGE,75000.0,Source Verified,debt_consolidation,NC,11.79,2018-12-01,2018,2018-12,Current,0
,20000,14.47,36.0,C,C2,4.0,OWN,52000.0,Source Verified,debt_consolidation,NE,30.65,2018-12-01,2018,2018-12,Current,0
,20400,10.33,60.0,B,B1,10.0,MORTGAGE,140000.0,Not Verified,debt_consolidation,CO,5.04,2018-12-01,2018,2018-12,Current,0
,20000,12.98,60.0,B,B5,0.0,RENT,40000.0,Source Verified,debt_consolidation,CA,27.54,2018-12-01,2018,2018-12,Current,0
,8425,27.27,36.0,E,E5,3.0,MORTGAGE,450000.0,Verified,credit_card,MA,12.37,2018-12-01,2018,2018-12,Fully Paid,0
,21000,16.91,36.0,C,C5,0.0,OWN,68000.0,Not Verified,house,FL,9.16,2018-12-01,2018,2018-12,Current,0
,10000,14.47,36.0,C,C2,8.0,MORTGAGE,143000.0,Not Verified,debt_consolidation,TX,24.53,2018-12-01,2018,2018-12,Current,0
,15000,15.02,36.0,C,C3,,MORTGAGE,42000.0,Verified,home_improvement,VA,12.17,2018-12-01,2018,2018-12,Current,0
,24000,13.56,60.0,C,C1,10.0,MORTGAGE,75000.0,Not Verified,debt_consolidation,MI,15.54,2018-12-01,2018,2018-12,Current,0
,15000,14.47,60.0,C,C2,9.0,RENT,280000.0,Verified,debt_consolidation,IL,16.15,2018-12-01,2018,2018-12,Current,0
,5000,10.72,36.0,B,B2,5.0,OWN,72000.0,Not Verified,credit_card,CA,11.42,2018-12-01,2018,2018-12,Current,0
,30000,20.89,60.0,D,D4,2.0,RENT,120000.0,Source Verified,debt_consolidation,CA,5.89,2018-12-01,2018,2018-12,Current,0
,35000,19.92,60.0,D,D3,10.0,MORTGAGE,68000.0,Verified,debt_consolidation,GA,50.67,2018-12-01,2018,2018-12,Current,0
,3000,10.33,36.0,B,B1,7.0,RENT,40000.0,Source Verified,credit_card,MI,10.68,2018-12-01,2018,2018-12,Current,0
,1000,6.46,36.0,A,A1,3.0,MORTGAGE,49989.0,Not Verified,credit_card,NC,15.43,2018-12-01,2018,2018-12,Current,0
,10000,14.47,60.0,C,C2,5.0,RENT,66931.0,Not Verified,debt_consolidation,NY,9.07,2018-12-01,2018,2018-12,Current,0
,5000,11.31,36.0,B,B3,,RENT,13000.0,Not Verified,credit_card,PA,14.59,2018-12-01,2018,2018-12,Current,0
,16500,17.97,60.0,D,D1,5.0,MORTGAGE,37000.0,Verified,debt_consolidation,TX,52.09,2018-12-01,2018,2018-12,Current,0
,6000,15.02,36.0,C,C3,5.0,MORTGAGE,30000.0,Source Verified,debt_consolidation,NY,17.48,2018-12-01,2018,2018-12,Current,0
,35000,12.98,60.0,B,B5,7.0,MORTGAGE,211646.0,Source Verified,debt_consolidation,TX,15.09,2018-12-01,2018,2018-12,Current,0
,34575,17.97,60.0,D,D1,5.0,MORTGAGE,130000.0,Source Verified,home_improvement,AZ,26.43,2018-12-01,2018,2018-12,Current,0
,1200,17.97,36.0,D,D1,10.0,OWN,52000.0,Not Verified,vacation,IL,25.61,2018-12-01,2018,2018-12,Current,0
,9600,12.98,36.0,B,B5,,MORTGAGE,35704.0,Not Verified,home_improvement,KY,0.84,2018-12-01,2018,2018-12,Current,0
,4800,16.91,36.0,C,C5,9.0,RENT,38500.0,Source Verified,credit_card,CO,28.55,2018-12-01,2018,2018-12,Current,0
,5000,22.35,36.0,D,D5,10.0,MORTGAGE,72000.0,Source Verified,debt_consolidation,FL,20.12,2018-12-01,2018,2018-12,Current,0
,10000,12.98,60.0,B,B5,9.0,RENT,60000.0,Not Verified,credit_card,KS,14.9,2018-12-01,2018,2018-12,Current,0
,7500,10.72,36.0,B,B2,2.0,RENT,84000.0,Not Verified,debt_consolidation,IL,3.86,2018-12-01,2018,2018-12,Current,0
,16000,17.97,60.0,D,D1,2.0,RENT,35000.0,Verified,debt_consolidation,CA,23.94,2018-12-01,2018,2018-12,Current,0
,7200,23.4,36.0,E,E1,2.0,RENT,56000.0,Not Verified,debt_consolidation,NY,28.01,2018-12-01,2018,2018-12,Current,0
,27975,14.47,36.0,C,C2,10.0,MORTGAGE,180000.0,Not Verified,credit_card,NY,11.47,2018-12-01,2018,2018-12,Current,0
,16000,13.56,60.0,C,C1,10.0,RENT,46000.0,Not Verified,credit_card,TX,11.09,2018-12-01,2018,2018-12,Current,0
,15000,10.72,36.0,B,B2,3.0,MORTGAGE,150000.0,Not Verified,debt_consolidation,NH,17.83,2018-12-01,2018,2018-12,Current,0
,9000,11.8,36.0,B,B4,10.0,MORTGAGE,85000.0,Source Verified,credit_card,WA,39.76,2018-12-01,2018,2018-12,Current,0
,1000,18.94,36.0,D,D2,3.0,MORTGAGE,57000.0,Source Verified,debt_consolidation,MD,15.49,2018-12-01,2018,2018-12,Current,0
,28000,13.56,60.0,C,C1,10.0,MORTGAGE,128500.0,Source Verified,credit_card,TX,27.35,2018-12-01,2018,2018-12,Current,0
,10000,11.31,36.0,B,B3,3.0,RENT,67427.0,Source Verified,major_purchase,MA,0.44,2018-12-01,2018,2018-12,Current,0
,25000,14.47,60.0,C,C2,10.0,OWN,110000.0,Not Verified,credit_card,NY,26.43,2018-12-01,2018,2018-12,Current,0
,23000,11.31,36.0,B,B3,3.0,MORTGAGE,145000.0,Source Verified,debt_consolidation,CO,29.62,2018-12-01,2018,2018-12,Current,0
,25000,12.98,60.0,B,B5,10.0,MORTGAGE,85000.0,Not Verified,debt_consolidation,AL,36.67,2018-12-01,2018,2018-12,Current,0
,15000,8.19,36.0,A,A4,10.0,MORTGAGE,92584.0,Not Verified,credit_card,FL,7.27,2018-12-01,2018,2018-12,Current,0
,35000,18.94,60.0,D,D2,10.0,RENT,90000.0,Verified,other,NJ,20.06,2018-12-01,2018,2018-12,Current,0
,5000,7.02,36.0,A,A2,4.0,RENT,26976.0,Not Verified,debt_consolidation,WA,9.74,2018-12-01,2018,2018-12,Current,0
,35000,8.19,36.0,A,A4,10.0,MORTGAGE,325000.0,Not Verified,credit_card,NJ,8.18,2018-12-01,2018,2018-12,Current,0
,30000,16.91,36.0,C,C5,10.0,RENT,85000.0,Source Verified,credit_card,VA,22.31,2018-12-01,2018,2018-12,Current,0
,6600,8.19,36.0,A,A4,,MORTGAGE,95000.0,Not Verified,debt_consolidation,OR,5.61,2018-12-01,2018,2018-12,Current,0
,20300,10.33,60.0,B,B1,2.0,MORTGAGE,185000.0,Not Verified,other,WA,20.57,2018-12-01,2018,2018-12,Current,0
,4000,18.94,36.0,D,D2,1.0,RENT,57600.0,Not Verified,debt_consolidation,OR,10.17,2018-12-01,2018,2018-12,Current,0
,10000,7.56,36.0,A,A3,10.0,OWN,44000.0,Not Verified,home_improvement,OK,10.88,2018-12-01,2018,2018-12,Current,0
,21000,22.35,60.0,D,D5,3.0,MORTGAGE,99000.0,Source Verified,debt_consolidation,FL,31.62,2018-12-01,2018,2018-12,Current,0
,10000,11.8,36.0,B,B4,7.0,MORTGAGE,80000.0,Not Verified,debt_consolidation,IL,18.04,2018-12-01,2018,2018-12,Current,0
,3000,8.19,36.0,A,A4,10.0,MORTGAGE,100000.0,Not Verified,home_improvement,CA,29.27,2018-12-01,2018,2018-12,Current,0
,8000,12.98,36.0,B,B5,3.0,MORTGAGE,52000.0,Not Verified,debt_consolidation,FL,30.05,2018-12-01,2018,2018-12,Current,0
,1000,23.4,36.0,E,E1,4.0,RENT,35000.0,Source Verified,credit_card,IL,36.45,2018-12-01,2018,2018-12,Current,0
,5100,7.02,36.0,A,A2,10.0,MORTGAGE,76000.0,Not Verified,credit_card,FL,26.54,2018-12-01,2018,2018-12,Current,0
,4000,16.14,36.0,C,C4,10.0,MORTGAGE,64000.0,Not Verified,medical,NM,25.0,2018-12-01,2018,2018-12,Current,0
,35000,17.97,60.0,D,D1,3.0,MORTGAGE,72000.0,Not Verified,home_improvement,FL,21.85,2018-12-01,2018,2018-12,Current,0
,4000,7.02,36.0,A,A2,10.0,OWN,60000.0,Not Verified,other,MI,17.18,2018-12-01,2018,2018-12,Current,0
,10000,8.81,36.0,A,A5,10.0,RENT,95000.0,Source Verified,debt_consolidation,IN,10.31,2018-12-01,2018,2018-12,Current,0
,20000,17.97,60.0,D,D1,4.0,RENT,57000.0,Not Verified,debt_consolidation,WA,22.18,2018-12-01,2018,2018-12,Fully Paid,0
,22000,12.98,60.0,B,B5,10.0,MORTGAGE,152000.0,Not Verified,debt_consolidation,OR,10.21,2018-12-01,2018,2018-12,Current,0
,6600,11.31,36.0,B,B3,10.0,RENT,45000.0,Not Verified,credit_card,TX,16.21,2018-12-01,2018,2018-12,Fully Paid,0
,3000,15.02,36.0,C,C3,5.0,MORTGAGE,95000.0,Not Verified,vacation,CA,11.47,2018-12-01,2018,2018-12,Current,0
,35000,22.35,60.0,D,D5,10.0,RENT,213000.0,Not Verified,debt_consolidation,VA,26.82,2018-12-01,2018,2018-12,Current,0
,5000,19.92,36.0,D,D3,0.0,RENT,38200.0,Source Verified,debt_consolidation,GA,28.93,2018-12-01,2018,2018-12,Current,0
,6025,14.47,36.0,C,C2,4.0,RENT,16800.0,Not Verified,credit_card,MA,4.29,2018-12-01,2018,2018-12,Current,0
,21600,8.19,36.0,A,A4,10.0,MORTGAGE,84200.0,Not Verified,debt_consolidation,MN,28.93,2018-12-01,2018,2018-12,Current,0
,7000,20.89,36.0,D,D4,,MORTGAGE,65000.0,Not Verified,home_improvement,FL,30.45,2018-12-01,2018,2018-12,Current,0
,10000,10.33,36.0,B,B1,2.0,RENT,96000.0,Not Verified,debt_consolidation,GA,19.1,2018-12-01,2018,2018-12,Current,0
,18000,14.47,36.0,C,C2,10.0,MORTGAGE,63000.0,Source Verified,debt_consolidation,MI,32.29,2018-12-01,2018,2018-12,Current,0
,15000,18.94,60.0,D,D2,10.0,MORTGAGE,165000.0,Source Verified,debt_consolidation,TX,3.07,2018-12-01,2018,2018-12,Current,0
,7000,12.98,36.0,B,B5,2.0,MORTGAGE,51000.0,Not Verified,credit_card,OH,21.53,2018-12-01,2018,2018-12,Current,0
,4500,10.33,36.0,B,B1,6.0,RENT,72000.0,Not Verified,debt_consolidation,OR,1.27,2018-12-01,2018,2018-12,Current,0
,5000,6.46,36.0,A,A1,1.0,MORTGAGE,120000.0,Not Verified,credit_card,TX,15.54,2018-12-01,2018,2018-12,Current,0
,10000,8.81,36.0,A,A5,6.0,RENT,62000.0,Source Verified,credit_card,UT,11.13,2018-12-01,2018,2018-12,Current,0
,6000,7.02,36.0,A,A2,8.0,MORTGAGE,65000.0,Not Verified,other,WI,20.05,2018-12-01,2018,2018-12,Current,0
,16000,8.81,36.0,A,A5,5.0,MORTGAGE,94000.0,Not Verified,credit_card,FL,14.91,2018-12-01,2018,2018-12,Current,0
,4500,11.8,36.0,B,B4,10.0,MORTGAGE,98650.0,Source Verified,other,NC,25.09,2018-12-01,2018,2018-12,Current,0
,5000,18.94,36.0,D,D2,6.0,MORTGAGE,60000.0,Not Verified,medical,CO,13.75,2018-12-01,2018,2018-12,Current,0
,10000,10.72,36.0,B,B2,3.0,MORTGAGE,150000.0,Source Verified,credit_card,PA,15.83,2018-12-01,2018,2018-12,Current,0
,17425,20.89,36.0,D,D4,10.0,RENT,109000.0,Not Verified,debt_consolidation,FL,28.78,2018-12-01,2018,2018-12,Current,0
,10000,14.47,36.0,C,C2,0.0,OWN,60000.0,Not Verified,other,CA,20.88,2018-12-01,2018,2018-12,Current,0
,2000,16.91,36.0,C,C5,4.0,MORTGAGE,71000.0,Source Verified,credit_card,FL,30.39,2018-12-01,2018,2018-12,Current,0
,5000,10.72,36.0,B,B2,10.0,RENT,72000.0,Not Verified,debt_consolidation,FL,30.25,2018-12-01,2018,2018-12,Current,0
,1300,7.56,36.0,A,A3,2.0,MORTGAGE,80000.0,Not Verified,credit_card,FL,6.05,2018-12-01,2018,2018-12,Current,0
,20000,15.02,60.0,C,C3,6.0,RENT,80000.0,Source Verified,debt_consolidation,TN,19.37,2018-12-01,2018,2018-12,Current,0
,2500,13.56,36.0,C,C1,5.0,RENT,42000.0,Not Verified,other,PA,15.09,2018-12-01,2018,2018-12,Fully Paid,0
,5000,10.72,36.0,B,B2,10.0,RENT,50000.0,Source Verified,renewable_energy,OH,39.41,2018-12-01,2018,2018-12,Current,0
,6000,8.19,36.0,A,A4,6.0,RENT,39000.0,Source Verified,debt_consolidation,FL,17.17,2018-12-01,2018,2018-12,Current,0
,36000,11.8,60.0,B,B4,10.0,MORTGAGE,90000.0,Source Verified,credit_card,GA,37.94,2018-12-01,2018,2018-12,Current,0
,16000,10.33,36.0,B,B1,4.0,MORTGAGE,65000.0,Source Verified,debt_consolidation,GA,15.27,2018-12-01,2018,2018-12,Current,0
,16000,22.35,60.0,D,D5,5.0,MORTGAGE,138300.0,Not Verified,debt_consolidation,GA,4.28,2018-12-01,2018,2018-12,Current,0
,8000,11.31,36.0,B,B3,4.0,MORTGAGE,60000.0,Not Verified,credit_card,SC,13.8,2018-12-01,2018,2018-12,Current,0
,2200,19.92,36.0,D,D3,0.0,OWN,30000.0,Source Verified,debt_consolidation,FL,2.72,2018-12-01,2018,2018-12,Current,0
,7000,13.56,36.0,C,C1,1.0,RENT,30000.0,Source Verified,debt_consolidation,TX,12.6,2018-12-01,2018,2018-12,Current,0
,10000,10.33,36.0,B,B1,0.0,MORTGAGE,65000.0,Not Verified,debt_consolidation,NC,9.89,2018-12-01,2018,2018-12,Current,0
,14000,14.47,36.0,C,C2,10.0,MORTGAGE,36000.0,Not Verified,credit_card,NE,28.1,2018-12-01,2018,2018-12,Current,0
,10000,13.56,36.0,C,C1,4.0,MORTGAGE,125000.0,Not Verified,home_improvement,NY,19.75,2018-12-01,2018,2018-12,Current,0
,8000,8.81,36.0,A,A5,3.0,MORTGAGE,55000.0,Not Verified,debt_consolidation,VT,13.05,2018-12-01,2018,2018-12,Current,0
,8000,8.19,36.0,A,A4,10.0,MORTGAGE,100000.0,Source Verified,debt_consolidation,MD,10.86,2018-12-01,2018,2018-12,Current,0
,30000,7.56,36.0,A,A3,7.0,MORTGAGE,155000.0,Not Verified,credit_card,IL,4.33,2018-12-01,2018,2018-12,Current,0
,15000,16.14,36.0,C,C4,0.0,OWN,100000.0,Not Verified,major_purchase,NM,8.58,2018-12-01,2018,2018-12,Current,0
,16000,14.47,60.0,C,C2,9.0,MORTGAGE,78000.0,Source Verified,credit_card,MD,25.14,2018-12-01,2018,2018-12,Current,0
,32500,8.19,60.0,A,A4,10.0,MORTGAGE,94000.0,Not Verified,debt_consolidation,IN,11.95,2018-12-01,2018,2018-12,Current,0
,8400,16.14,36.0,C,C4,1.0,MORTGAGE,50000.0,Source Verified,credit_card,MD,20.09,2018-12-01,2018,2018-12,Current,0
,20000,18.94,60.0,D,D2,2.0,MORTGAGE,68000.0,Not Verified,debt_consolidation,UT,35.23,2018-12-01,2018,2018-12,Current,0
,23000,14.47,60.0,C,C2,3.0,RENT,33000.0,Verified,credit_card,IL,44.33,2018-12-01,2018,2018-12,Current,0
,4800,10.33,36.0,B,B1,5.0,OWN,80000.0,Not Verified,debt_consolidation,NC,17.37,2018-12-01,2018,2018-12,Current,0
,40000,8.19,60.0,A,A4,10.0,MORTGAGE,99000.0,Source Verified,credit_card,OH,21.75,2018-12-01,2018,2018-12,Current,0
,3600,10.33,36.0,B,B1,0.0,RENT,26000.0,Source Verified,debt_consolidation,OH,14.33,2018-12-01,2018,2018-12,Current,0
,36950,11.8,60.0,B,B4,1.0,RENT,284000.0,Not Verified,debt_consolidation,CA,3.95,2018-12-01,2018,2018-12,Current,0
,15000,7.02,36.0,A,A2,9.0,MORTGAGE,80000.0,Not Verified,credit_card,GA,6.41,2018-12-01,2018,2018-12,Current,0
,16800,11.8,60.0,B,B4,7.0,MORTGAGE,56000.0,Not Verified,debt_consolidation,NJ,11.36,2018-12-01,2018,2018-12,Current,0
,13000,7.02,36.0,A,A2,8.0,OWN,35000.0,Source Verified,debt_consolidation,NV,36.08,2018-12-01,2018,2018-12,Current,0
,31200,11.8,60.0,B,B4,10.0,MORTGAGE,105000.0,Verified,credit_card,SC,27.47,2018-12-01,2018,2018-12,Current,0
,25000,16.91,60.0,C,C5,10.0,MORTGAGE,130000.0,Source Verified,home_improvement,VA,21.05,2018-12-01,2018,2018-12,Current,0
,30800,11.31,36.0,B,B3,10.0,MORTGAGE,105000.0,Source Verified,credit_card,IL,25.65,2018-12-01,2018,2018-12,Current,0
,16000,6.46,36.0,A,A1,2.0,RENT,80000.0,Source Verified,credit_card,TX,7.31,2018-12-01,2018,2018-12,Current,0
,3600,14.47,36.0,C,C2,2.0,MORTGAGE,52000.0,Not Verified,debt_consolidation,WA,16.43,2018-12-01,2018,2018-12,Current,0
,30000,7.02,36.0,A,A2,4.0,MORTGAGE,92000.0,Not Verified,major_purchase,MO,12.91,2018-12-01,2018,2018-12,Current,0
,1000,23.4,36.0,E,E1,4.0,MORTGAGE,39000.0,Not Verified,vacation,CA,10.18,2018-12-01,2018,2018-12,Current,0
,16000,6.46,36.0,A,A1,10.0,MORTGAGE,110000.0,Source Verified,home_improvement,NY,4.21,2018-12-01,2018,2018-12,Current,0
,16800,11.8,36.0,B,B4,8.0,MORTGAGE,47800.0,Not Verified,credit_card,NE,29.95,2018-12-01,2018,2018-12,Current,0
,6500,10.33,36.0,B,B1,0.0,MORTGAGE,42000.0,Not Verified,debt_consolidation,IN,27.69,2018-12-01,2018,2018-12,Current,0
,6500,6.46,36.0,A,A1,3.0,MORTGAGE,40000.0,Not Verified,credit_card,OH,13.92,2018-12-01,2018,2018-12,Current,0
,12000,12.98,60.0,B,B5,0.0,RENT,55000.0,Source Verified,debt_consolidation,CA,21.73,2018-12-01,2018,2018-12,Current,0
,11500,8.19,36.0,A,A4,10.0,MORTGAGE,173370.0,Not Verified,credit_card,MN,25.29,2018-12-01,2018,2018-12,Current,0
,40000,8.19,36.0,A,A4,9.0,MORTGAGE,55000.0,Not Verified,debt_consolidation,CA,16.08,2018-12-01,2018,2018-12,Current,0
,31000,16.91,60.0,C,C5,1.0,RENT,52000.0,Verified,debt_consolidation,AZ,30.39,2018-12-01,2018,2018-12,Current,0
,20000,20.89,60.0,D,D4,10.0,RENT,38000.0,Source Verified,debt_consolidation,MS,26.03,2018-12-01,2018,2018-12,Current,0
,21000,15.02,60.0,C,C3,4.0,MORTGAGE,51000.0,Not Verified,debt_consolidation,NH,22.0,2018-12-01,2018,2018-12,Current,0
,10000,23.4,36.0,E,E1,2.0,MORTGAGE,90000.0,Not Verified,debt_consolidation,MO,15.2,2018-12-01,2018,2018-12,Current,0
,8400,6.46,36.0,A,A1,10.0,MORTGAGE,130000.0,Not Verified,credit_card,WV,25.86,2018-12-01,2018,2018-12,Current,0
,30000,10.33,60.0,B,B1,1.0,MORTGAGE,75000.0,Source Verified,debt_consolidation,NC,7.89,2018-12-01,2018,2018-12,Current,0
,1600,8.81,36.0,A,A5,7.0,RENT,35000.0,Not Verified,credit_card,KS,4.7,2018-12-01,2018,2018-12,Current,0
,13000,22.35,60.0,D,D5,2.0,RENT,32000.0,Not Verified,debt_consolidation,VA,19.5,2018-12-01,2018,2018-12,Current,0
,25000,11.8,60.0,B,B4,1.0,OWN,50000.0,Not Verified,debt_consolidation,NY,25.71,2018-12-01,2018,2018-12,Current,0
,12000,24.37,60.0,E,E2,2.0,MORTGAGE,150000.0,Source Verified,credit_card,CT,11.58,2018-12-01,2018,2018-12,Current,0
,2000,16.91,36.0,C,C5,10.0,MORTGAGE,64600.0,Not Verified,debt_consolidation,PA,24.82,2018-12-01,2018,2018-12,Current,0
,24000,10.72,60.0,B,B2,10.0,RENT,83000.0,Source Verified,credit_card,PA,17.51,2018-12-01,2018,2018-12,Current,0
,13000,8.81,36.0,A,A5,5.0,MORTGAGE,120000.0,Source Verified,debt_consolidation,NV,7.3,2018-12-01,2018,2018-12,Current,0
,15000,8.81,36.0,A,A5,4.0,OWN,25000.0,Verified,credit_card,IN,1.2,2018-12-01,2018,2018-12,Current,0
,18000,11.8,60.0,B,B4,10.0,RENT,68000.0,Verified,debt_consolidation,CA,13.87,2018-12-01,2018,2018-12,Current,0
,23000,15.02,60.0,C,C3,10.0,RENT,78000.0,Not Verified,debt_consolidation,CA,16.54,2018-12-01,2018,2018-12,Current,0
,12000,19.92,36.0,D,D3,0.0,RENT,42000.0,Not Verified,debt_consolidation,CA,27.49,2018-12-01,2018,2018-12,Current,0
,15000,13.56,60.0,C,C1,0.0,OWN,126000.0,Source Verified,credit_card,FL,15.64,2018-12-01,2018,2018-12,Current,0
,30000,18.94,60.0,D,D2,10.0,MORTGAGE,50000.0,Verified,debt_consolidation,FL,19.52,2018-12-01,2018,2018-12,Current,0
,20000,8.19,60.0,A,A4,10.0,MORTGAGE,88000.0,Not Verified,credit_card,IL,7.39,2018-12-01,2018,2018-12,Current,0
,14425,11.31,36.0,B,B3,7.0,RENT,125000.0,Source Verified,other,FL,15.57,2018-12-01,2018,2018-12,Current,0
,36425,11.8,60.0,B,B4,10.0,MORTGAGE,53000.0,Not Verified,debt_consolidation,MN,23.89,2018-12-01,2018,2018-12,Current,0
,5000,13.56,36.0,C,C1,2.0,RENT,35140.0,Source Verified,debt_consolidation,NY,7.89,2018-12-01,2018,2018-12,Current,0
,6000,8.81,36.0,A,A5,5.0,RENT,56500.0,Not Verified,credit_card,NY,31.99,2018-12-01,2018,2018-12,Current,0
,20000,12.98,36.0,B,B5,8.0,MORTGAGE,90000.0,Source Verified,home_improvement,AL,15.8,2018-12-01,2018,2018-12,Current,0
,12500,11.8,60.0,B,B4,10.0,MORTGAGE,75000.0,Not Verified,debt_consolidation,NY,22.03,2018-12-01,2018,2018-12,Current,0
,18000,11.8,60.0,B,B4,3.0,MORTGAGE,130000.0,Not Verified,credit_card,TX,19.9,2018-12-01,2018,2018-12,Current,0
,3000,8.19,36.0,A,A4,0.0,RENT,79992.0,Not Verified,debt_consolidation,NY,1.49,2018-12-01,2018,2018-12,Current,0
,3000,8.81,36.0,A,A5,10.0,MORTGAGE,36000.0,Verified,home_improvement,SC,21.7,2018-12-01,2018,2018-12,Current,0
,18000,7.02,36.0,A,A2,0.0,MORTGAGE,115000.0,Not Verified,home_improvement,NC,16.18,2018-12-01,2018,2018-12,Current,0
,10000,10.72,36.0,B,B2,5.0,MORTGAGE,140000.0,Not Verified,other,OR,13.63,2018-12-01,2018,2018-12,Current,0
,4000,17.97,36.0,D,D1,5.0,MORTGAGE,60000.0,Source Verified,house,TX,19.1,2018-12-01,2018,2018-12,Fully Paid,0
,20000,15.02,60.0,C,C3,4.0,MORTGAGE,65000.0,Source Verified,debt_consolidation,NJ,30.47,2018-12-01,2018,2018-12,Current,0
,21600,7.56,36.0,A,A3,10.0,RENT,75000.0,Source Verified,debt_consolidation,TX,11.36,2018-12-01,2018,2018-12,Current,0
,5000,8.81,36.0,A,A5,10.0,MORTGAGE,58000.0,Not Verified,debt_consolidation,FL,11.86,2018-12-01,2018,2018-12,Current,0
,10000,11.31,36.0,B,B3,10.0,RENT,34000.0,Not Verified,credit_card,NV,16.9,2018-12-01,2018,2018-12,Current,0
,15600,11.8,60.0,B,B4,4.0,MORTGAGE,90000.0,Source Verified,home_improvement,CO,15.67,2018-12-01,2018,2018-12,Current,0
,19200,18.94,60.0,D,D2,10.0,MORTGAGE,80000.0,Not Verified,credit_card,CA,24.65,2018-12-01,2018,2018-12,Current,0
,9375,13.56,36.0,C,C1,10.0,MORTGAGE,48500.0,Source Verified,credit_card,AL,36.72,2018-12-01,2018,2018-12,Current,0
,10000,12.98,60.0,B,B5,2.0,RENT,62000.0,Not Verified,credit_card,CA,20.93,2018-12-01,2018,2018-12,Current,0
,4000,6.46,36.0,A,A1,10.0,MORTGAGE,119000.0,Source Verified,debt_consolidation,CO,13.09,2018-12-01,2018,2018-12,Current,0
,2700,8.19,36.0,A,A4,4.0,OWN,24000.0,Not Verified,credit_card,MI,24.95,2018-12-01,2018,2018-12,Fully Paid,0
,12000,11.8,36.0,B,B4,,RENT,55000.0,Not Verified,debt_consolidation,NY,28.8,2018-12-01,2018,2018-12,Current,0
,16000,15.02,36.0,C,C3,0.0,MORTGAGE,24960.0,Verified,medical,CA,85.63,2018-12-01,2018,2018-12,Current,0
,35000,16.14,36.0,C,C4,5.0,RENT,125500.0,Source Verified,debt_consolidation,NY,3.76,2018-12-01,2018,2018-12,Current,0
,3000,8.81,36.0,A,A5,0.0,RENT,85000.0,Not Verified,credit_card,WA,9.61,2018-12-01,2018,2018-12,Current,0
,10000,19.92,60.0,D,D3,2.0,RENT,54000.0,Not Verified,debt_consolidation,PA,7.34,2018-12-01,2018,2018-12,Current,0
,15450,11.8,36.0,B,B4,3.0,MORTGAGE,133600.0,Not Verified,credit_card,MD,26.04,2018-12-01,2018,2018-12,Current,0
,40000,8.19,36.0,A,A4,2.0,MORTGAGE,100000.0,Not Verified,major_purchase,AZ,16.73,2018-12-01,2018,2018-12,Current,0
,7500,7.02,36.0,A,A2,7.0,MORTGAGE,57000.0,Not Verified,debt_consolidation,UT,14.95,2018-12-01,2018,2018-12,Current,0
,20500,10.72,36.0,B,B2,3.0,RENT,77000.0,Source Verified,credit_card,OR,10.75,2018-12-01,2018,2018-12,Current,0
